file	cell	text_lang	voice_lang	source	real_audio	duration	sim_ceiling	text	prompt
nene_010.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part2of2/train/audio/automated_new_set/UC3yDoaqQzOd1bNP74ZrGPTA/QdaRw5yRWkI/chunk_117_9.76s.wav	9.76	False	त्यो पनि बाल भेला मार्फत चाहियो होइन, हामीले चाहिँ त्यो बाल क्लबका सञ्जालका भाइ बहिनीहरूलाई बोलाएर एकैछिन छलफल गरेर त हजुरहरूको कुरा के छ भनेर सोधेर खोजेको होइन त्यो।	/workspace/proc_data_new/ans_snr40-50.part2of2/train/audio/automated_new_set/UCMraoPvaeO0wdVxuziOgWrQ/_fRDDMa5n5k/chunk_863_3.90s.wav
nene_011.wav	ne_text/ne_voice	ne	ne	ans_snr50	/workspace/proc_data_new/ans_snr50.part2of2/train/audio/automated_new_set/UCczsYSRGukY9LA7Fd_govMw/L9jck9Ndxsc/chunk_102_9.42s.wav	9.42	False	एउटा सार्वजनिक मान्छेको चाहिँ जिम्मेवारी सार्वजनिक जिम्मेवारी हुन्छ, त्यसैले तपाईँले त्यो घर र सार्वजनिक जीवनको त्यो सन्तुलनको सकसका बिचमा।	/workspace/proc_data_new/indicvoices-r-long/train/audios/Nepali/v3/3940649674085503.wav
nene_012.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UCo_hCisNRWC3pmRuuEqfP9A/ONlNEzMVabk/chunk_089_9.92s.wav	9.92	True	जस्तै यौन हिंसाको सन्दर्भमा मैले के भने, मन मिलेसम्म लभ आफ्नो स्वार्थ पुरा भएन भने के भन्छ?	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UCo_hCisNRWC3pmRuuEqfP9A/ONlNEzMVabk/chunk_801_4.54s.wav
nene_013.wav	ne_text/ne_voice	ne	ne	ans_snr50	/workspace/proc_data_new/ans_snr50.part2of2/train/audio/automated_new_set/UCOXTBJUKRtQ7Z5r9cwj-9lw/H2-C_j3epFM/chunk_084_4.72s.wav	4.72	False	अरिहान्त वायर उद्योगले मजदुर कटौती गरेर उत्पादन बन्द गरेका थिए।	/workspace/proc_data_new/ans_snr50.part2of2/train/audio/automated_new_set/UCNSPYrl_sdPfOIS4e1HjhMg/5uah5GWyiiA/chunk_600_4.18s.wav
nene_014.wav	ne_text/ne_voice	ne	ne	ans_snr50	/workspace/proc_data_new/ans_snr50.part2of2/train/audio/automated_new_set/UCMraoPvaeO0wdVxuziOgWrQ/ST9eEz24zn4/chunk_457_4.56s.wav	4.56	False	तिमिलाई पैसाले भोट दिन्छु, होइन मेरो यस्तो ठुलो घर छ।	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UClDw4ijXzb9YxiU5nWinEfQ/zwzQ746pUIk/chunk_036_4.48s.wav
nene_015.wav	ne_text/ne_voice	ne	ne	mahadhwani	/workspace/proc_data_new/mahadhwani/train/audio/yt-md/QAefNjZXhV8_3fc85920_chunk052_252792-257152ms_SPEAKER_05_4359ms.wav	4.359	True	उहाँहरू अहिले खानको लागि न चामल छ न सब्जी छ	/workspace/proc_data_new/mahadhwani/train/audio/yt-md/p8ouJOW6Fpk_6599d018_chunk499_1878372-1881812ms_SPEAKER_05_3439ms.wav
nene_016.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UCiONN-V2PcdFccQ8uet1v_g/OE6zr-tp71Y/chunk_136_9.82s.wav	9.82	False	अबको हाम्रो दोस्रो परिच्छेद अर्को भिडियोबाट सुरु हुन्छ, र त्यसमा हामी नेपालको संक्षिप्त ऐतिहासिक रूपरेखा हेर्नेछौँ जुन पेज नम्बर सतहत्तरदेखि।	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UCFlPB2adH_uHaJfUCODTdrQ/Jq6a6fr_bsw/chunk_119_4.26s.wav
nene_017.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UCfEbPed90ktzPgJi8q_WynA/EDE4rjnHErU/chunk_165_7.66s.wav	7.66	False	देखिन्छ अब त्यो मैले भने नि, अब त्यो त सम्बन्धित निकाय राज्यले नै स्पष्ट रूपमा यो हुँदैन भनेर रोक्नुपर्छ।	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UC5rBJs6dgmiAWWUPAtdgB4w/Vv1Ox_fFFgY/chunk_128_4.70s.wav
nene_018.wav	ne_text/ne_voice	ne	ne	ans_snr50	/workspace/proc_data_new/ans_snr50.part2of2/train/audio/automated_new_set/UClDw4ijXzb9YxiU5nWinEfQ/8B-QAbbyvMc/chunk_182_9.74s.wav	9.74	False	रेसियो अफ इच कम्पोनेन्ट बाई वेट रिमेन्स सेम। प्रत्येक कम्पोनेन्टको वेटको जुन रेसियो छ, त्यो सेम नै रहन्छ। जस्तै यो वाटरमा।	/workspace/proc_data_new/ans_snr40-50.part2of2/train/audio/automated_new_set/UC83yJb0SV9Te6qteeDasZAQ/H7gNFiKyYbk/chunk_195_4.18s.wav
nene_019.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UCL7pUfWNL7NvR2yxwgfw1-w/awDS8uD0yeA/chunk_055_8.04s.wav	8.04	False	तपाईँले हाम्रो क्लिप एकदमै इन्जोय गर्नुभयो होला। अब पुरै भिडियो हेर्नको लागि चाहिँ युट्युबमा सब्सक्राइब गर्न नबिर्सिनुहोला।	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UCULGBhn_UWWtblspu2B_MlQ/84CbLAbltPY/chunk_107_3.84s.wav
nene_020.wav	ne_text/ne_voice	ne	ne	mahadhwani	/workspace/proc_data_new/mahadhwani/train/audio/yt-md/4tj8sQe3Blw_50390023_chunk115_620472-629132ms_SPEAKER_07_8659ms.wav	8.659	True	यो पिक्चरमा म क्लिक गर्छु अब यो यो इन्टरफेस खुल्छ सर यहाँ चाहिँ फेरि अनलाइन पिक्चर भन्ने छ	/workspace/proc_data_new/mahadhwani/train/audio/yt-md/blqRpX8Vqos_501acc94_chunk160_1604272-1607292ms_SPEAKER_07_3019ms.wav
nene_021.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UCRyTiea063y4QA-YOedu6lQ/X_9l7u_D86w/chunk_1241_6.88s.wav	6.88	True	अफकोर्स, यस लाग्छ नि। अति गाह्रो भएपछि थाहा छ, जब अति रुइन्छ नि त?	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UCRyTiea063y4QA-YOedu6lQ/X_9l7u_D86w/chunk_545_3.26s.wav
nene_022.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UCbs0xk6PavMVDt5UJqxGV6g/Zwxd-WXPz9A/chunk_271_4.48s.wav	4.48	False	सो यो रिक्वेस्ट गर्दै अब बिस्तारै बिस्तारै हाम्रो जाने बेला हुन्छ।	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UCmXMqOPOC9F2TsAr01oyxww/QDW1BtB6feE/chunk_064_4.08s.wav
nene_023.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UCL7pUfWNL7NvR2yxwgfw1-w/5CIG4OfI4V4/chunk_035_8.00s.wav	8.0	False	तपाईँले हाम्रो क्लिप एकदमै इन्जोय गर्नुभयो होला। अब पुरै भिडियो हेर्नको लागि चाहिँ युट्युबमा सब्सक्राइब गर्न नबिर्सिनुहोला।	/workspace/proc_data_new/ans_snr50.part2of2/train/audio/automated_new_set/UC1ev3ii9O4RuUVZ-5mfOBQQ/5ypAlvuyNnw/chunk_017_3.34s.wav
nene_024.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UCVFNatZh-fkYj8AS1rLz4VQ/gqu0I0c8Xmo/chunk_007_9.18s.wav	9.18	False	सचिवालयलाई सम्पूर्ण अधिकार दिनु, पोलिट ब्युरो गठन गर्न र स्थायी समितिदेखि केन्द्रीय समितिको बैठक छिट्टै बोलाउन उनीहरूको माग छ।	/workspace/proc_data_new/ans_snr40-50.part2of2/train/audio/automated_new_set/UC80wr0AmplmwL8P-ECC9TxA/u9wt_nUkfLM/chunk_165_3.06s.wav
nene_025.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part2of2/train/audio/automated_new_set/UClDw4ijXzb9YxiU5nWinEfQ/7WXENhGBWx8/chunk_092_4.74s.wav	4.74	True	एलोटमेन्ट अकाउन्ट डेबिट पहिला चाहिँ के गर भन्यो? एलोटमेन्ट गर भन्यो है।	/workspace/proc_data_new/ans_snr40-50.part2of2/train/audio/automated_new_set/UClDw4ijXzb9YxiU5nWinEfQ/7WXENhGBWx8/chunk_013_3.04s.wav
nene_026.wav	ne_text/ne_voice	ne	ne	indicvoices-r-long	/workspace/proc_data_new/indicvoices-r-long/train/audios/Nepali/v2/3940649674017863.wav	5.687	True	अमृत मोजेस पुकार प्रणय विशाल	/workspace/proc_data_new/indicvoices-r-long/train/audios/Nepali/v2/3940649674017831.wav
nene_027.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part2of2/train/audio/automated_new_set/UCt9TNTXf6tn_2T0o4X2AhaA/i59SWFzKZ2A/chunk_033_4.54s.wav	4.54	False	यो घरको कुरा र पहिलाको गइसकेको कुरा चाहिँ अब मैले भन्न छोडिदिएको।	/workspace/proc_data_new/ans_snr50.part2of2/train/audio/automated_new_set/UCP2zbspw05UvvNdpyFApAFg/R2_SUh1XBT0/chunk_024_4.34s.wav
nene_028.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UCL7pUfWNL7NvR2yxwgfw1-w/Kp1aOg4pojE/chunk_055_4.12s.wav	4.12	False	तर त्यो कन्सेप्ट अनुसार अगाडि बढ्यो भने, फेरि फेरि पनि एकचोटि।	/workspace/proc_data_new/ans_snr50.part2of2/train/audio/automated_new_set/UCeqFlIPsgUg2sPWLWkLtLzA/wJR94q6ZLtc/chunk_082_4.40s.wav
nene_029.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UCwSsBtDzsv_828jBapC9x1w/qUXb7xwbEQ4/chunk_259_7.42s.wav	7.42	True	र नेपालमा सबैभन्दा धेरैपल्ट प्रधानमन्त्री बन्ने को हुन्? नेपालमा सबैभन्दा धेरैपल्ट प्रधानमन्त्री बन्ने को हुन्? कसैलाई थाहा छ।	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UCwSsBtDzsv_828jBapC9x1w/qUXb7xwbEQ4/chunk_184_4.34s.wav
nene_030.wav	ne_text/ne_voice	ne	ne	indicvoices-r	/workspace/proc_data_new/indicvoices-r/train/audio/Nepali/mdx_extra/v2/train/audios/3940649674021891_chunk_1.wav	4.767	True	चन्द्रबहादुर राउत रोहित छेत्री दिनेश खड्का मदन छेत्री	/workspace/proc_data_new/indicvoices-r/train/audio/Nepali/mdx_extra/v2/train/audios/3940649674021898_chunk_9.wav
nene_031.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part2of2/train/audio/automated_new_set/UCFlPB2adH_uHaJfUCODTdrQ/vGsw-0xl6iw/chunk_157_5.84s.wav	5.84	True	पछि यो किताबको आइडिया आएपछि, मेरो श्रीमान चाहिँ नि त्यो बेला गणपति हुनुहुन्थ्यो।	/workspace/proc_data_new/ans_snr40-50.part2of2/train/audio/automated_new_set/UCFlPB2adH_uHaJfUCODTdrQ/vGsw-0xl6iw/chunk_488_4.48s.wav
nene_032.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UC8BcTZhoDyg6074YGUoklpQ/yZ7_18dAEdQ/chunk_027_9.60s.wav	9.6	False	मा हामी कवितालाई हामीले लयमा वाचन गरिसकेका छौँ, र यसको मूलभाव अथवा यो कविताले भन्न खोजेका केही कुराहरू चाहिँ म तपाईँहरूलाई सुनाउँदैछु।	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UCY0zpSUoxHZNHGq9-926G4w/4tvQ-MfDZMI/chunk_073_4.36s.wav
nene_033.wav	ne_text/ne_voice	ne	ne	indicvoices-r	/workspace/proc_data_new/indicvoices-r/train/audio/Nepali/mdx_extra/v2/train/audios/3940649674031181_chunk_3.wav	6.592	True	त्यही भ क्यान्भस त्यो बोर्ड बिग्रिन्छ भनेर चाहिँ म फर्स्टमा चाहिँ पेन्सिलले आउटरहरू कोर्छु अन्त	/workspace/proc_data_new/indicvoices-r/train/audio/Nepali/mdx_extra/v2/train/audios/3940649674031176_chunk_2.wav
nene_034.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part2of2/train/audio/automated_new_set/UCecn1j82-uxXDMCSOMYaqKw/O7yfgpoXWoM/chunk_302_4.96s.wav	4.96	True	भन्ने सन्दर्भसँग सम्बन्धित रहेर मैले केही रिसर्च डिजाइनहरूको सामान्य परिचय मात्रै।	/workspace/proc_data_new/ans_snr40-50.part2of2/train/audio/automated_new_set/UCecn1j82-uxXDMCSOMYaqKw/O7yfgpoXWoM/chunk_221_4.92s.wav
nene_035.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part2of2/train/audio/automated_new_set/UCVFNatZh-fkYj8AS1rLz4VQ/7VBize6XOfc/chunk_008_8.30s.wav	8.3	False	यी त्रिरत्नहरू भनेका बौद्ध धर्म दर्शनप्रति सामान्य आस्था राख्नेहरूदेखि लिएर।	/workspace/proc_data_new/ans_snr50.part2of2/train/audio/automated_new_set/UCNSPYrl_sdPfOIS4e1HjhMg/i4_lnQodCkw/chunk_013_3.20s.wav
nene_036.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UCbs0xk6PavMVDt5UJqxGV6g/4Phh-g_E9xE/chunk_199_4.18s.wav	4.18	False	पब्लिकमा चाहिँ सेयर दिने भनेर चाहिँ प्रबन्धपत्र नियमावलीमा व्यवस्था छ।	/workspace/proc_data_new/ans_snr50.part1of2/train/audio/automated_new_set/UCNU2Xe6kr6OJDxWGDXa66gQ/BvdffGQjysw/chunk_185_3.56s.wav
nene_037.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part2of2/train/audio/automated_new_set/UC3yDoaqQzOd1bNP74ZrGPTA/pWT4rgSpIRM/chunk_174_8.22s.wav	8.22	False	अन्तरिम संविधान बनाएका राजनीतिक दलको सिद्धान्त फेरिएकै हो, मैले बुझ्न सकिरहेको छैन।	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UC7JGxk_AFlBz5pyXPuQMELg/zuM5lJxAY6U/chunk_017_3.16s.wav
nene_038.wav	ne_text/ne_voice	ne	ne	indicvoices-r-long	/workspace/proc_data_new/indicvoices-r-long/train/audios/Nepali/v3/3940649673995722.wav	6.765	True	कोरोना भाइरस बिमाका लागि रिमाइन्डरहरू बन्द गर्नुहोस्	/workspace/proc_data_new/indicvoices-r-long/train/audios/Nepali/v3/3940649673995732.wav
nene_039.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part2of2/train/audio/automated_new_set/UCDeNjdARlhMEO-EbfzD6I9Q/iN1nbkbBBXA/chunk_054_5.58s.wav	5.58	True	त्यसपछि उसमा उत्पन्न भएको त्यो डरको भावना स्वतः हटेर जान्छ।	/workspace/proc_data_new/ans_snr40-50.part2of2/train/audio/automated_new_set/UCDeNjdARlhMEO-EbfzD6I9Q/iN1nbkbBBXA/chunk_055_3.56s.wav
nene_040.wav	ne_text/ne_voice	ne	ne	indicvoices-r-long	/workspace/proc_data_new/indicvoices-r-long/train/audios/Nepali/v3/3940649674010554.wav	4.53	True	मेरो अर्को बैठक अघि मलाई एक दिनको सूचना दिनुहोस्	/workspace/proc_data_new/indicvoices-r-long/train/audios/Nepali/v3/3940649674010574.wav
nene_041.wav	ne_text/ne_voice	ne	ne	ans_snr50	/workspace/proc_data_new/ans_snr50.part1of2/train/audio/automated_new_set/UCrVEsiC_0fNj4AddACnUiDQ/98SYik_v2Js/chunk_148_3.24s.wav	3.24	False	साउने सङ्क्रान्ति मानियो, बाँच्ने ढङ्ग जानियो।	/workspace/proc_data_new/indicvoices-r-long/train/audios/Nepali/v3/3940649674018136.wav
nene_042.wav	ne_text/ne_voice	ne	ne	rasa	/workspace/proc_data_new/ai4bharat___rasa/train/audio/Nepali/NEP_M_CONV_00787.wav	3.529	True	म ती सङ्गीतसँगै हुर्केको हुँ, तपाईँलाई थाहा छ।	/workspace/proc_data_new/ai4bharat___rasa/train/audio/Nepali/NEP_M_CONV_00979.wav
nene_043.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UCY0zpSUoxHZNHGq9-926G4w/NlcW2UxCj-s/chunk_055_8.12s.wav	8.12	True	अर्को विचारको आदान प्रदान जस्तै, प्रविधि आइटीको कुरा भयो, सफ्टवेयरको कुरा त्यस कारण त्यो जुन परिवेशै परिवर्तन भइसक्यो।	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UCY0zpSUoxHZNHGq9-926G4w/NlcW2UxCj-s/chunk_586_4.66s.wav
nene_044.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UCcaJQcGpXFHkqWIu6-g0XbA/_F3AqTTB6PQ/chunk_133_6.28s.wav	6.28	False	सो त्यति बेलादेखि नै आफै बसेर स्टडी गर्ने, रिसर्च गर्ने, सेल्फ हेल्प बुक्सहरू पढ्ने चाहिँ गरि नै रहेको थिएँ।	/workspace/proc_data_new/ans_snr50.part1of2/train/audio/automated_new_set/UClDw4ijXzb9YxiU5nWinEfQ/2ohW9S-LbpI/chunk_360_4.70s.wav
nene_045.wav	ne_text/ne_voice	ne	ne	rasa	/workspace/proc_data_new/ai4bharat___rasa/train/audio/Nepali/NEP_M_CONV_02247.wav	6.467	True	के यो योजना नगदरहित हो, र के कुनै लाभार्थीले कुनै बायोमेट्रिक कार्ड प्राप्त गर्नेछन्?	/workspace/proc_data_new/ai4bharat___rasa/train/audio/Nepali/NEP_M_NAMES_01885.wav
nene_046.wav	ne_text/ne_voice	ne	ne	indicvoices-r	/workspace/proc_data_new/indicvoices-r/train/audio/Nepali/mdx_extra/v3/train/audios/3940649673966079_chunk_4.wav	6.57	True	त्यहाँदेखि अब त्यतिबेला अब त्यहाँको स्टाफहरूले पनि अब त्यस्तो ध्यान दिएको जस्तो पनि लाग्दैन	/workspace/proc_data_new/indicvoices-r/train/audio/Nepali/mdx_extra/v3/train/audios/3940649673966079_chunk_5.wav
nene_047.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part2of2/train/audio/automated_new_set/UCPw6YAQcbbRwNNmTHu8w80A/NYpxA7hApdw/chunk_035_4.10s.wav	4.1	False	यसको उत्तर चाहिँ अप्सन क पूर्व बाल्य अवस्था।	/workspace/proc_data_new/ans_snr50.part2of2/train/audio/automated_new_set/UC6lqjMQywooPQmZVXfr6SJQ/aDbNKEzlUXw/chunk_043_4.02s.wav
nene_048.wav	ne_text/ne_voice	ne	ne	indicvoices-r	/workspace/proc_data_new/indicvoices-r/train/audio/Nepali/mdx_extra/v3/train/audios/3940649674017096_chunk_1.wav	4.565	True	जियो मनीमा धेरैपटक गलत युपिआई आइडी किन देखाइरहेछ	/workspace/proc_data_new/indicvoices-r/train/audio/Nepali/mdx_extra/v3/train/audios/3940649674017082_chunk_1.wav
nene_049.wav	ne_text/ne_voice	ne	ne	ans_snr40-50	/workspace/proc_data_new/ans_snr40-50.part2of2/train/audio/automated_new_set/UCi2TsrV6-uc1AuQfY2IqDCw/2ISc-FA055g/chunk_016_7.90s.wav	7.9	False	थोरै बजेट रहेछ भने चाहिँ हिट पक्का नै हुन्छ, तर हाई बजेट छ भने हिटै हुन पनि गाह्रो हुने हो कि भन्ने सङ्केत पनि देखिएको छ।	/workspace/proc_data_new/ans_snr40-50.part1of2/train/audio/automated_new_set/UCbs0xk6PavMVDt5UJqxGV6g/uG_S5Y8nozs/chunk_543_3.80s.wav
neen_000.wav	ne_text/en_voice	ne	en	ans_snr50	/workspace/proc_data_new/ans_snr50.part1of2/train/audio/automated_new_set/UCk3jZmW0NsK6zePXvLSGpkA/BvahbQeEm0E/chunk_098_9.10s.wav	9.1	False	रङ्गित स्टेज थ्री एनएचपिसीबाट यो फ्री बिजुली बाह्र पर्सेन्ट बिजुली लिन्छ। टिस्टा स्टेज फाइभ एनएचपिसीबाट नै बाह्र पर्सेन्ट बिजुली फ्रीमा सरकारले लिन्छ।	/workspace/proc_data_new/en-in_snr50/train/audio/en_in_set/UCYa1WtI-vb_bx-anHdmpNfA/iZe79sXB8yQ/chunk_099_3.46s.wav
